text,font_size,font_name,is_bold,is_italic,x0,y0,x1,y1,page
0.2,9.960000038146973,Arial,0,0,74.42400360107422,162.35299682617188,91.1169662475586,176.0380401611328,3
23 JULY 2013,9.960000038146973,Arial,0,0,146.4199981689453,162.35299682617188,212.42494201660156,176.0380401611328,3
WG reviewed and confirmed,9.960000038146973,Arial,0,0,278.69000244140625,162.35299682617188,407.49273681640625,176.0380401611328,3
0.3,9.960000038146973,Arial,0,0,74.42400360107422,174.59298706054688,91.1169662475586,188.2780303955078,3
6 NOV 2013,9.960000038146973,Arial,0,0,146.4199981689453,174.59298706054688,204.14817810058594,188.2780303955078,3
amended population and diagram,9.960000038146973,Arial,0,0,278.69000244140625,174.59298706054688,430.27117919921875,188.2780303955078,3
0.7,9.960000038146973,Arial,0,0,74.42400360107422,186.83297729492188,91.1306381225586,200.5180206298828,3
11 DEC 2013,9.960000038146973,Arial,0,0,146.4199981689453,186.83297729492188,209.08053588867188,200.5180206298828,3
Amended Business Outcomes and Chapters matching,9.960000038146973,Arial,0,0,278.69000244140625,186.83297729492188,522.174072265625,200.5180206298828,3
0.8,9.960000038146973,Arial,0,0,74.42400360107422,199.07302856445312,91.1169662475586,212.75807189941406,3
20 DEC 2013,9.960000038146973,Arial,0,0,146.4199981689453,199.07302856445312,209.078369140625,212.75807189941406,3
Working group updates on 0.7,9.960000038146973,Arial,0,0,278.69000244140625,199.07302856445312,415.517578125,212.75807189941406,3
1.0,9.960000038146973,Arial,0,0,74.42400360107422,211.31301879882812,91.1169662475586,224.99806213378906,3
31 MAY 2014,9.960000038146973,Arial,0,0,146.4199981689453,211.31301879882812,209.666015625,224.99806213378906,3
GA release for Agile Extension,9.960000038146973,Arial,0,0,278.69000244140625,211.31301879882812,417.50457763671875,224.99806213378906,3
Version 2014,9.960000038146973,Trebuchet MS,0,0,76.58399963378906,718.6878662109375,136.51998901367188,730.2527465820312,3
Page 3 of 12,9.960000038146973,Trebuchet MS,0,0,270.16656494140625,718.6878662109375,328.36749267578125,730.2527465820312,3
"May 31, 2014",9.960000038146973,Trebuchet MS,0,0,471.57769775390625,718.6878662109375,533.1371459960938,730.2527465820312,3
© International Software Testing Qualifications Board,6.0,Arial,0,0,76.58399963378906,735.8699951171875,219.2940216064453,744.114013671875,3
..........................................................................................................................................,9.960000038146973,"Arial,Bold",1,0,151.81919860839844,143.08279418945312,535.5282592773438,156.79771423339844,4
........................................................................................................................................,9.960000038146973,"Arial,Bold",1,0,157.3370361328125,160.48294067382812,535.5281982421875,174.19786071777344,4
............................................................................,9.960000038146973,"Arial,Bold",1,0,322.97186279296875,178.00259399414062,535.5401000976562,191.71751403808594,4
...............................................................,9.960000038146973,"Arial,Bold",1,0,358.8677062988281,195.52224731445312,535.5111694335938,209.23716735839844,4
.....................................................................................................................,9.960000038146973,Arial,0,0,195.8623504638672,213.11160278320312,535.62109375,226.79664611816406,4
............................................................................................................,9.960000038146973,Arial,0,0,221.818115234375,224.63534545898438,535.6320190429688,238.3203887939453,4
...................................................................................................................,9.960000038146973,Arial,0,0,201.6291961669922,236.06942749023438,535.6290893554688,249.7544708251953,4
...................................................................................................................,9.960000038146973,Arial,0,0,201.6291961669922,247.59317016601562,535.6290893554688,261.2781982421875,4
...................................................................................................,9.960000038146973,Arial,0,0,247.74398803710938,259.1169128417969,535.637939453125,272.80194091796875,4
......................................................................................................................,9.960000038146973,Arial,0,0,192.99386596679688,270.640625,535.6021728515625,284.3256530761719,4
.........................................,9.960000038146973,"Arial,Bold",1,0,414.07598876953125,288.0905456542969,530.0292358398438,301.8054504394531,4
.................................................................................................................,9.960000038146973,Arial,0,0,201.61923217773438,305.6799011230469,529.8601684570312,319.36492919921875,4
....................................................................................................................................,9.960000038146973,Arial,0,0,146.89898681640625,317.0841064453125,529.8502807617188,330.7691345214844,4
..........................................................................................................................................,9.960000038146973,"Arial,Bold",1,0,146.3013916015625,334.5340270996094,530.0125122070312,348.2489318847656,4
.............................................................................................................................,9.960000038146973,Arial,0,0,167.0679931640625,352.1233825683594,529.827392578125,365.80841064453125,4
.......................................................................................................,9.960000038146973,Arial,0,0,230.46339416503906,363.6470947265625,529.8800659179688,377.3321228027344,4
International,9.960000038146973,Arial,0,0,447.9100036621094,36.933013916015625,505.6795349121094,50.6180534362793,4
Overview,12.0,Arial,0,0,74.42400360107422,39.540000915527344,127.78800964355469,56.02800369262695,4
Software Testing,9.960000038146973,Arial,0,0,437.95001220703125,48.452972412109375,515.6878662109375,62.13801193237305,4
Foundation Level Extension –   Agile Tester,9.960000038146973,Arial,0,0,74.42400360107422,56.733001708984375,206.19927978515625,70.41804504394531,4
Qualifications,9.960000038146973,Arial,0,0,430.75,59.972991943359375,493.3984069824219,73.65803527832031,4
Board,9.960000038146973,Arial,0,0,493.54779052734375,59.972991943359375,522.8401489257812,73.65803527832031,4
Table of Contents,15.960000038146973,"Arial,Bold",1,0,70.94400024414062,106.30280303955078,208.75860595703125,128.27972412109375,4
Revision History,9.960000038146973,"Arial,Bold",1,0,70.94400024414062,143.08279418945312,152.50645446777344,156.79771423339844,4
3,9.960000038146973,"Arial,Bold",1,0,535.1795654296875,143.08279418945312,543.4862060546875,156.79771423339844,4
Table of Contents,9.960000038146973,"Arial,Bold",1,0,70.9439697265625,160.48294067382812,158.1965789794922,174.19786071777344,4
4,9.960000038146973,"Arial,Bold",1,0,535.1795654296875,160.48294067382812,543.4862060546875,174.19786071777344,4
1.,9.960000038146973,"Arial,Bold",1,0,70.9439697265625,178.00259399414062,81.983642578125,191.71751403808594,4
Introduction to the Foundation Level Extensions,9.960000038146973,"Arial,Bold",1,0,90.98348999023438,178.00259399414062,323.4498291015625,191.71751403808594,4
6,9.960000038146973,"Arial,Bold",1,0,535.1795654296875,178.00259399414062,543.4862060546875,191.71751403808594,4
2.,9.960000038146973,"Arial,Bold",1,0,70.9439697265625,195.52224731445312,81.983642578125,209.23716735839844,4
Introduction to Foundation Level Agile Tester Extension,9.960000038146973,"Arial,Bold",1,0,90.98348999023438,195.52224731445312,360.2022705078125,209.23716735839844,4
7,9.960000038146973,"Arial,Bold",1,0,535.1795654296875,195.52224731445312,543.4862060546875,209.23716735839844,4
2.1,9.960000038146973,Arial,0,0,80.90396118164062,213.11160278320312,97.596923828125,226.79664611816406,4
Intended Audience,9.960000038146973,Arial,0,0,110.90348815917969,213.11160278320312,196.89816284179688,226.79664611816406,4
7,9.960000038146973,Arial,0,0,535.1795654296875,213.11160278320312,543.4862060546875,226.79664611816406,4
2.2,9.960000038146973,Arial,0,0,80.90396118164062,224.63534545898438,97.596923828125,238.3203887939453,4
Career Paths for Testers,9.960000038146973,Arial,0,0,110.90348815917969,224.63534545898438,223.0630340576172,238.3203887939453,4
7,9.960000038146973,Arial,0,0,535.1895141601562,224.63534545898438,543.4961547851562,238.3203887939453,4
2.3,9.960000038146973,Arial,0,0,80.91390991210938,236.06942749023438,97.60687255859375,249.7544708251953,4
Learning Objectives,9.960000038146973,Arial,0,0,110.91343688964844,236.06942749023438,201.99761962890625,249.7544708251953,4
7,9.960000038146973,Arial,0,0,535.1895141601562,236.06942749023438,543.4961547851562,249.7544708251953,4
2.4,9.960000038146973,Arial,0,0,80.91390991210938,247.59317016601562,97.60687255859375,261.2781982421875,4
Entry Requirements,9.960000038146973,Arial,0,0,110.91343688964844,247.59317016601562,201.9976348876953,261.2781982421875,4
8,9.960000038146973,Arial,0,0,535.1895141601562,247.59317016601562,543.4961547851562,261.2781982421875,4
2.5,9.960000038146973,Arial,0,0,80.91390991210938,259.1169128417969,97.60687255859375,272.80194091796875,4
Structure and Course Duration,9.960000038146973,Arial,0,0,110.91343688964844,259.1169128417969,246.31964111328125,272.80194091796875,4
8,9.960000038146973,Arial,0,0,535.1895141601562,259.1169128417969,543.4961547851562,272.80194091796875,4
2.6,9.960000038146973,Arial,0,0,80.91390991210938,270.640625,97.60687255859375,284.3256530761719,4
Keeping It Current,9.960000038146973,Arial,0,0,110.91343688964844,270.640625,191.98085021972656,284.3256530761719,4
9,9.960000038146973,Arial,0,0,535.1895141601562,270.640625,543.4961547851562,284.3256530761719,4
3.,9.960000038146973,"Arial,Bold",1,0,70.95391845703125,288.0905456542969,81.99359130859375,301.8054504394531,4
Overview of the Foundation Level Extension –   Agile Tester Syllabus,9.960000038146973,"Arial,Bold",1,0,90.99343872070312,288.0905456542969,309.9157409667969,301.8054504394531,4
10,9.960000038146973,"Arial,Bold",1,0,529.542236328125,288.0905456542969,543.3507690429688,301.8054504394531,4
3.1,9.960000038146973,Arial,0,0,80.90402221679688,305.6799011230469,97.59698486328125,319.36492919921875,4
Business Outcomes,9.960000038146973,Arial,0,0,110.90354919433594,305.6799011230469,202.47576904296875,319.36492919921875,4
10,9.960000038146973,Arial,0,0,529.542236328125,305.6799011230469,543.3507690429688,319.36492919921875,4
3.2,9.960000038146973,Arial,0,0,80.90402221679688,317.0841064453125,97.59698486328125,330.7691345214844,4
Content,9.960000038146973,Arial,0,0,110.90354919433594,317.0841064453125,145.8133544921875,330.7691345214844,4
10,9.960000038146973,Arial,0,0,529.542236328125,317.0841064453125,543.3507690429688,330.7691345214844,4
4.,9.960000038146973,"Arial,Bold",1,0,70.94400024414062,334.5340270996094,81.98367309570312,348.2489318847656,4
References,9.960000038146973,"Arial,Bold",1,0,90.9835205078125,334.5340270996094,147.5194854736328,348.2489318847656,4
12,9.960000038146973,"Arial,Bold",1,0,529.542236328125,334.5340270996094,543.3507690429688,348.2489318847656,4
4.1,9.960000038146973,Arial,0,0,80.90402221679688,352.1233825683594,97.59698486328125,365.80841064453125,4
Trademarks,9.960000038146973,Arial,0,0,110.90354919433594,352.1233825683594,166.85882568359375,365.80841064453125,4
12,9.960000038146973,Arial,0,0,529.55224609375,352.1233825683594,543.3607788085938,365.80841064453125,4
4.2,9.960000038146973,Arial,0,0,80.91403198242188,363.6470947265625,97.60699462890625,377.3321228027344,4
Documents and Web Sites,9.960000038146973,Arial,0,0,110.91355895996094,363.6470947265625,229.2184600830078,377.3321228027344,4
12,9.960000038146973,Arial,0,0,529.55224609375,363.6470947265625,543.3607788085938,377.3321228027344,4
Version 2014,9.960000038146973,Trebuchet MS,0,0,76.601318359375,718.7114868164062,136.5373077392578,730.2763671875,4
Page 4 of 12,9.960000038146973,Trebuchet MS,0,0,270.18389892578125,718.7114868164062,328.38482666015625,730.2763671875,4
"May 31, 2014",9.960000038146973,Trebuchet MS,0,0,471.59503173828125,718.7114868164062,533.1544799804688,730.2763671875,4
© International Software Testing Qualifications Board,6.0,Arial,0,0,76.58399963378906,735.8699951171875,219.2940216064453,744.114013671875,4
International,9.960000038146973,Arial,0,0,447.9100036621094,36.933013916015625,505.6795349121094,50.6180534362793,5
Overview,12.0,Arial,0,0,74.42400360107422,39.540000915527344,127.78800964355469,56.02800369262695,5
Software Testing,9.960000038146973,Arial,0,0,437.95001220703125,48.452972412109375,515.6878662109375,62.13801193237305,5
Foundation Level Extension –   Agile Tester,9.960000038146973,Arial,0,0,74.42400360107422,56.733001708984375,206.19927978515625,70.41804504394531,5
Qualifications,9.960000038146973,Arial,0,0,430.75,59.972991943359375,493.3984069824219,73.65803527832031,5
Board,9.960000038146973,Arial,0,0,493.54779052734375,59.972991943359375,522.8401489257812,73.65803527832031,5
Acknowledgements,15.960000038146973,Arial,0,0,70.94400024414062,106.22300720214844,213.7381591796875,128.15203857421875,5
This document was produced by a team from the International Software Testing Qualifications Board,9.960000038146973,Arial,0,0,70.94400024414062,143.15298461914062,518.44384765625,156.83802795410156,5
Foundation Level Working Group.,9.960000038146973,Arial,0,0,70.94400024414062,154.55715942382812,222.99337768554688,168.24220275878906,5
The Agile Extension team thanks the review team and the National Boards for their suggestions and input.,9.960000038146973,Arial,0,0,70.94400024414062,177.59463500976562,542.4205322265625,191.27967834472656,5
"At the time the Foundation Level Agile Extension Syllabus was completed, the Agile Extension Working",9.960000038146973,Arial,0,0,70.94400024414062,200.63211059570312,529.7913818359375,214.31715393066406,5
"Group had the following membership: Rex Black (Chair), Bertrand Cornanguer (Vice Chair), Gerry",9.960000038146973,Arial,0,0,70.94400024414062,212.03628540039062,506.2966613769531,225.72132873535156,5
"Coleman (Learning Objectives Lead), Debra Friedenberg (Exam Lead), Alon Linetzki (Business Outcomes",9.960000038146973,Arial,0,0,70.94400024414062,223.56002807617188,542.8787231445312,237.2450714111328,5
"and Marketing Lead), Tauhida Parveen (Editor), and Leo van der Aalst (Development Lead).",9.960000038146973,Arial,0,0,70.94400024414062,235.11361694335938,481.5440368652344,248.7986602783203,5
"Authors: Rex Black, Anders Claesson, Gerry Coleman, Bertrand Cornanguer, Istvan Forgacs, Alon",9.960000038146973,Arial,0,0,70.94400024414062,258.1510925292969,509.54266357421875,271.83612060546875,5
"Linetzki, Tilo Linz, Leo van der Aalst, Marie Walsh, and Stephan Weber.",9.960000038146973,Arial,0,0,70.94400024414062,269.6748046875,391.87518310546875,283.3598327636719,5
"Internal Reviewers: Mette Bruhn-Pedersen, Christopher Clements, Alessandro Collino, Debra",9.960000038146973,Arial,0,0,70.94400024414062,292.5927734375,486.68951416015625,306.2778015136719,5
"Friedenberg, Kari Kakkonen, Beata Karpinska, Sammy Kolluru, Jennifer Leger, Thomas Mueller, Tuula",9.960000038146973,Arial,0,0,70.94400024414062,304.1164855957031,527.4109497070312,317.801513671875,5
"Pääkkönen, Meile Posthuma, Gabor Puhalla, Lloyd Roden, Marko Rytkönen, Monika Stoecklein-Olsen,",9.960000038146973,Arial,0,0,70.94400024414062,315.64019775390625,529.5333862304688,329.3252258300781,5
"Robert Treffny, Chris Van Bael, and Erik van Veenendaal.",9.960000038146973,Arial,0,0,70.94400024414062,327.1639099121094,329.8421630859375,340.84893798828125,5
"The team thanks also the following persons, from the National Boards and the Agile expert community,",9.960000038146973,Arial,0,0,70.94400024414062,350.0818786621094,527.2216186523438,363.76690673828125,5
"who participated in reviewing, commenting, and balloting of the Foundation Agile Extension Syllabus: Dani",9.960000038146973,Arial,0,0,70.94400024414062,361.6055908203125,542.8687133789062,375.2907409667969,5
"Almog, Richard Berns, Stephen Bird, Monika Bögge, Afeng Chai, Josephine Crawford, Tibor Csöndes,",9.960000038146973,Arial,0,0,70.94400024414062,373.1294250488281,526.3829345703125,386.814453125,5
"Huba Demeter, Arnaud Foucal, Cyril Fumery, Kobi Halperin, Inga Hansen, Hanne Hinz, Jidong Hu, Phill",9.960000038146973,Arial,0,0,70.94400024414062,384.6730651855469,531.7335205078125,398.35809326171875,5
"Isles, Shirley Itah, Martin Klonk, Kjell Lauren, Igal Levi, Rik Marselis, Johan Meivert, Armin Metzger, Peter",9.960000038146973,Arial,0,0,70.94400024414062,396.19677734375,540.6397705078125,409.8818054199219,5
"Morgan,   Ninna Morin,   Ingvar Nordstrom,   Chris   O’Dea,   Klaus   Olsen, Ismo   Paukamainen,   Nathalie Phung,",9.960000038146973,Arial,0,0,70.94400024414062,409.4109802246094,107.5453109741211,420.53814697265625,5
"Helmut Pichler, Salvatore Reale, Stuart Reid, Hans Rombouts, Petri Säilynoja, Soile Sainio, Lars-Erik",9.960000038146973,Arial,0,0,70.9439697265625,419.12469482421875,521.80029296875,432.8097229003906,5
"Sandberg, Dakar Shalom,  Jian Shen, Marco Sogliani, Lucjan Stapp, Yaron Tsubery, Sabine Uhde,",9.960000038146973,Arial,0,0,70.9439697265625,430.6484069824219,511.4658203125,444.33343505859375,5
"Stephanie Ulrich, Tommi Välimäki, Jurian Van de Laar, Marnix Van den Ent, António Vieira Melo, Wenye",9.960000038146973,Arial,0,0,70.9439697265625,442.172119140625,535.6775512695312,455.8571472167969,5
"Xu, Ester Zabar, Wenqiang Zheng, Peter Zimmerer, Stevan Zivanovic, and Terry Zuo.",9.960000038146973,Arial,0,0,70.9439697265625,453.6958312988281,452.9300537109375,467.380859375,5
"This document was formally approved for release by the General Assembly of the ISTQB® on May 31,",9.960000038146973,Arial,0,0,70.9439697265625,476.61376953125,526.2843627929688,490.298828125,5
2014.,9.960000038146973,Arial,0,0,70.94400024414062,488.1374816894531,98.54318237304688,501.822509765625,5
Version 2014,9.960000038146973,Trebuchet MS,0,0,76.58135986328125,718.74169921875,136.51734924316406,730.3065795898438,5
Page 5 of 12,9.960000038146973,Trebuchet MS,0,0,270.1639404296875,718.74169921875,328.3648681640625,730.3065795898438,5
"May 31, 2014",9.960000038146973,Trebuchet MS,0,0,471.5750732421875,718.74169921875,533.134521484375,730.3065795898438,5
© International Software Testing Qualifications Board,6.0,Arial,0,0,76.58399963378906,735.8699951171875,219.2940216064453,744.114013671875,5
Qualifications Board,9.960000038146973,Arial,0,0,430.75,59.972991943359375,522.8402099609375,73.65803527832031,6
International,9.960000038146973,Arial,0,0,447.9100036621094,36.933013916015625,505.6795349121094,50.6180534362793,6
Overview,12.0,Arial,0,0,74.42400360107422,39.540000915527344,127.78800964355469,56.02800369262695,6
Software Testing,9.960000038146973,Arial,0,0,437.95001220703125,48.452972412109375,515.6878662109375,62.13801193237305,6
Foundation Level Extension –   Agile Tester,9.960000038146973,Arial,0,0,74.42400360107422,56.733001708984375,206.19927978515625,70.41804504394531,6
1.  Introduction to the Foundation Level Extensions,15.960000038146973,Arial,0,0,70.94400024414062,120.26298522949219,88.70429229736328,142.1920166015625,6
This overview document is intended for anyone with an interest in the ISTQB Foundation Level,9.960000038146973,Arial,0,0,70.94400024414062,144.59298706054688,543.972412109375,158.2780303955078,6
Extensions who wants a high-level introduction to the leading principles and an overview of the individual,9.960000038146973,Arial,0,0,70.94400024414062,156.11672973632812,543.7789916992188,169.80177307128906,6
extension syllabi.,9.960000038146973,Arial,0,0,70.94398498535156,167.64047241210938,149.6777801513672,181.3255157470703,6
"From time to time, ISTQB will update this document to reflect any additional extensions that shall be",9.960000038146973,Arial,0,0,70.94398498535156,190.55844116210938,543.96337890625,204.2434844970703,6
"introduced for the Foundation Level, or to reflect major changes in existing ones. Publications of the",9.960000038146973,Arial,0,0,70.94398498535156,202.08218383789062,544.0928344726562,215.76722717285156,6
updated document will be available on the ISTQB website.,9.960000038146973,Arial,0,0,70.94398498535156,213.60592651367188,332.055419921875,227.2909698486328,6
The ISTQB Foundation and Advanced Level syllabi have been defined and have been on the market for,9.960000038146973,Arial,0,0,70.94398498535156,236.67330932617188,543.9351196289062,250.3583526611328,6
some time. New topics emerge due to technology and methodology changes in the market which often,9.960000038146973,Arial,0,0,70.94398498535156,248.07748413085938,544.078857421875,261.76251220703125,6
"are brought into the ISTQB program as new Expert Level syllabi. However, not all topics are suited for the",9.960000038146973,Arial,0,0,70.94398498535156,259.6012268066406,543.9702758789062,273.2862548828125,6
"Expert Level. For this reason, the extension syllabi are established at the Foundation Level to expand the",9.960000038146973,Arial,0,0,70.94400024414062,271.12493896484375,543.9194946289062,284.8099670410156,6
ISTQB program to incorporate new or updated knowledge. New extensions shall be discussed and,9.960000038146973,Arial,0,0,70.94400024414062,282.6486511230469,543.6925659179688,296.33367919921875,6
"introduced by the ISTQB periodically. Extensions may be established at the Advanced Level as well, but",9.960000038146973,Arial,0,0,70.94400024414062,294.17236328125,543.9305419921875,307.8573913574219,6
that is beyond the scope of this document.,9.960000038146973,Arial,0,0,70.94400787353516,305.6960754394531,260.84136962890625,319.381103515625,6
The following Foundation Level Extension syllabus has been released:,9.960000038146973,Arial,0,0,70.94400787353516,328.6140441894531,385.5306396484375,342.299072265625,6
,9.960000038146973,Symbol,0,0,88.95169067382812,341.54840087890625,93.53289794921875,353.7503662109375,6
Agile Tester,9.960000038146973,Arial,0,0,106.94940948486328,340.8548889160156,163.03414916992188,354.5399169921875,6
"In this document, each Foundation Level Extension syllabus is summarized and the associated Business",9.960000038146973,Arial,0,0,70.95396423339844,363.7728576660156,543.865966796875,377.4578857421875,6
Outcomes are stated. The Business Outcomes communicate what can be expected from a person who,9.960000038146973,Arial,0,0,70.95396423339844,375.29656982421875,543.7384033203125,388.9815979003906,6
"achieves a Foundation Level Extension Certification in a particular subject area (e.g., Agile Tester), and",9.960000038146973,Arial,0,0,70.95396423339844,386.8402099609375,544.0629272460938,400.5252380371094,6
will outline the benefits for companies that are considering the development of specific testing skills at this,9.960000038146973,Arial,0,0,70.95396423339844,398.3639221191406,543.9415283203125,412.0489501953125,6
level.,9.960000038146973,Arial,0,0,70.95396423339844,409.88763427734375,96.87985229492188,423.5726623535156,6
Version 2014,9.960000038146973,Trebuchet MS,0,0,76.59132385253906,718.7276000976562,136.52731323242188,730.29248046875,6
Page 6 of 12,9.960000038146973,Trebuchet MS,0,0,270.17388916015625,718.7276000976562,328.37481689453125,730.29248046875,6
"May 31, 2014",9.960000038146973,Trebuchet MS,0,0,471.58502197265625,718.7276000976562,533.1444702148438,730.29248046875,6
© International Software Testing Qualifications Board,6.0,Arial,0,0,76.58399963378906,735.8699951171875,219.2940216064453,744.114013671875,6
Qualifications Board,9.960000038146973,Arial,0,0,430.75,59.972991943359375,522.8402099609375,73.65803527832031,7
International,9.960000038146973,Arial,0,0,447.9100036621094,36.933013916015625,505.6795349121094,50.6180534362793,7
Overview,12.0,Arial,0,0,74.42400360107422,39.540000915527344,127.78800964355469,56.02800369262695,7
Software Testing,9.960000038146973,Arial,0,0,437.95001220703125,48.452972412109375,515.6878662109375,62.13801193237305,7
Foundation Level Extension –   Agile Tester,9.960000038146973,Arial,0,0,74.42400360107422,56.733001708984375,206.19927978515625,70.41804504394531,7
2.  Introduction to Foundation Level Agile Tester Extension,15.960000038146973,Arial,0,0,70.94400024414062,120.26298522949219,88.70429229736328,142.1920166015625,7
The certification for Foundation Level Extension –   Agile Tester is designed for professionals who are,9.960000038146973,Arial,0,0,70.94400024414062,144.59298706054688,301.8681335449219,158.2780303955078,7
working within Agile environments. It is also for professionals who are planning to start implementing,9.960000038146973,Arial,0,0,70.94401550292969,156.11672973632812,543.7940673828125,169.80177307128906,7
"Agile methods in the near future, or are working within companies that plan to do so, The certification",9.960000038146973,Arial,0,0,70.94401550292969,167.64047241210938,543.8847045898438,181.3255157470703,7
"provides an advantage for those who would like to know the required Agile activities, roles, methods, and",9.960000038146973,Arial,0,0,70.95401000976562,179.16421508789062,544.0919799804688,192.84925842285156,7
methodologies specific to their role.,9.960000038146973,Arial,0,0,70.95401000976562,190.56838989257812,230.31198120117188,204.25343322753906,7
2.1 Intended Audience,14.039999961853027,Arial,0,0,70.94400024414062,214.9669952392578,218.7164764404297,234.25796508789062,7
The Foundation Level Extension –   Agile Tester qualification is aimed at four main groups of professionals:,9.960000038146973,Arial,0,0,70.94400024414062,239.18301391601562,222.66619873046875,252.86805725097656,7
1. Professionals who have achieved in-depth testing experience in traditional methods and would,9.960000038146973,Arial,0,0,88.94172668457031,250.70675659179688,543.4891967773438,264.39178466796875,7
like to get an Agile Tester Certificate.,9.960000038146973,Arial,0,0,106.939453125,262.2304992675781,273.1867980957031,275.91552734375,7
"2. Junior professional testers who are just starting in the testing profession, have received the",9.960000038146973,Arial,0,0,88.94173431396484,273.75421142578125,544.0948486328125,287.4392395019531,7
"Foundation Level certificate, and would like to know more about   the   tester’s   role in an Agile",9.960000038146973,Arial,0,0,106.93946075439453,285.2779235839844,407.5605773925781,298.96295166015625,7
environment.,9.960000038146973,Arial,0,0,106.94940185546875,296.68212890625,167.4474334716797,310.3671569824219,7
"3. Professionals who are relatively new to testing and are required to implement test approaches,",9.960000038146973,Arial,0,0,88.9516830444336,308.2058410644531,543.787109375,321.890869140625,7
methods and techniques in their day to day job in Agile projects.,9.960000038146973,Arial,0,0,106.95936584472656,319.72955322265625,392.7168273925781,333.4145812988281,7
4. Professionals who are experienced in their role (including unit testing) and need more,9.960000038146973,Arial,0,0,88.9616470336914,331.2532653808594,543.8279418945312,344.93829345703125,7
understanding and knowledge about how to perform and manage testing on all levels in Agile,9.960000038146973,Arial,0,0,106.9593734741211,342.7769775390625,544.0858764648438,356.4620056152344,7
projects.,9.960000038146973,Arial,0,0,106.9593734741211,354.3006896972656,147.49655151367188,367.9857177734375,7
"These professionals include people who are in roles such as testers, test analysts, test engineers, test",9.960000038146973,Arial,0,0,70.96392822265625,377.2186584472656,543.9801635742188,390.9036865234375,7
"consultants, test managers, user acceptance testers, and software developers.",9.960000038146973,Arial,0,0,70.973876953125,388.7622985839844,422.28204345703125,402.44732666015625,7
